store_ID,nb_customers_on_day,open,promotion,sales
611,566,1,1,7086.3043333333335
257,777,1,1,7363.445
840,1189,1,1,8925.58
848,998,1,1,9891.48
124,297,1,0,2626.8883333333333
1028,438,1,0,3654.066666666667
95,1099,1,1,10398.01
208,323,1,0,2126.1972499999997
249,449,1,0,3857.845547619047
887,614,1,1,7509.128095238096
73,601,1,1,6219.706000000001
13,501,1,1,6917.07
1049,580,1,0,3424.85
144,769,1,1,8422.176083333334
847,1018,1,1,7298.35
796,717,1,0,7556.99
396,1139,1,0,10646.6525
1080,0,0,0,0.0
675,338,1,0,2898.5920952380957
1099,1236,1,1,10200.57
791,858,1,0,7432.69719047619
1014,1476,1,0,11946.228333333333
487,737,1,1,7729.687023809524
427,701,1,0,6107.6315
254,282,1,1,3458.8551190476182
43,710,1,0,6514.316666666667
1074,421,1,0,3564.7785000000003
549,380,1,0,3426.965833333333
1095,720,1,1,5331.343166666667
295,612,1,0,4470.7985
319,863,1,0,7530.57
1002,642,1,0,5147.5
448,544,1,0,5730.010333333334
527,1046,1,0,10803.633999999998
255,652,1,1,6789.5109999999995
581,651,1,1,6285.65
185,550,1,0,6771.89982142857
244,538,1,0,4635.465999999999
1082,877,1,0,5381.05
216,837,1,1,7602.978857142856
350,508,1,1,6745.509
748,822,1,1,9588.02
718,962,1,0,9203.403333333334
739,789,1,1,10059.054
614,0,0,0,0.0
673,615,1,1,7936.079166666666
83,367,1,0,3499.7211428571427
976,598,1,0,5467.285833333332
637,518,1,0,5264.495500000001
122,714,1,1,6038.71
898,1013,1,1,9841.22
1080,710,1,0,8024.866666666666
291,1290,1,1,12556.437500000002
24,711,1,0,7211.990333333334
1096,0,0,0,0.0
637,860,1,0,8724.413333333336
1002,850,1,1,7806.46
666,497,1,0,4778.701833333333
1089,0,0,0,0.0
334,515,1,0,4509.970666666666
300,951,1,0,7720.5
207,1166,1,0,9196.308333333332
683,854,1,0,8341.233
1094,394,1,1,4735.19775
700,576,1,0,4659.8275
959,744,1,0,6327.56
766,0,0,0,0.0
1011,977,1,0,7201.64
570,676,1,0,4305.302948412698
685,689,1,1,7921.046666666667
158,681,1,1,8847.23
66,522,1,0,5744.432380952381
76,1080,1,1,10925.31
572,458,1,0,5256.580682539681
184,510,1,0,4967.8315
1034,775,1,1,6695.0314285714285
559,0,0,0,0.0
862,1561,1,0,12490.8
171,962,1,1,9458.815499999999
33,0,0,0,0.0
936,963,1,1,7801.928000000001
948,1682,1,1,6491.33
371,551,1,0,6555.414539682539
242,378,1,1,4415.52
133,622,1,0,4585.83
1031,681,1,1,6947.615
850,710,1,1,7254.2874999999985
860,833,1,1,6944.541666666664
836,301,1,0,2463.4725
965,908,1,0,7483.4
1096,763,1,1,6757.365
504,836,1,1,6116.993333333333
230,1327,1,0,12216.170833333332
826,1170,1,1,13081.12
975,767,1,1,8141.906666666668
602,547,1,0,5338.4206428571415
953,553,1,1,5564.901190476192
187,491,1,0,4002.5
792,599,1,0,5565.8615
1035,744,1,1,6456.28
523,1515,1,1,13044.859071428571
723,461,1,0,4969.807591269841
1025,0,0,0,0.0
18,0,0,0,0.0
997,378,1,1,5240.170166666667
400,805,1,0,5267.07
1047,491,1,0,4125.4958333333325
819,472,1,0,4728.707833333333
668,1562,1,1,13279.64
585,666,1,0,3918.56
99,404,1,0,4082.9216666666675
965,847,1,0,7229.1973333333335
590,376,1,1,4661.913833333333
709,1682,1,1,14102.83
58,0,0,0,0.0
409,0,0,0,0.0
850,826,1,0,7540.756666666666
1058,737,1,1,8022.485
1067,0,0,0,0.0
777,0,0,0,0.0
155,632,1,1,6961.442976190477
598,871,1,1,7054.2080000000005
493,902,1,1,9414.428666666667
628,0,0,0,0.0
524,1193,1,0,12529.26888888889
966,585,1,0,4420.957261904763
1022,791,1,0,6618.96
380,1720,1,1,19361.69
132,579,1,1,6115.25
400,999,1,0,6364.696666666668
988,790,1,1,5797.406666666668
906,1476,1,1,16578.0445
1028,689,1,1,5873.169571428571
1100,484,1,0,3636.995
759,607,1,0,4764.6866666666665
223,716,1,0,6486.545
936,0,0,0,0.0
780,341,1,0,2774.0104285714287
259,2677,1,1,13285.0
131,582,1,0,5020.425
251,2241,1,1,17728.036666666667
1079,517,1,0,6105.265952380953
1003,1029,1,1,10721.965714285716
980,450,1,0,5385.539071428571
654,766,1,1,7359.4015
966,517,1,0,3905.62
1020,929,1,0,7263.172166666667
969,610,1,1,3630.5716666666663
1038,490,1,0,5037.865
516,453,1,0,3861.58
733,3171,1,0,14522.179666666669
595,1881,1,0,15857.22
260,962,1,1,7603.769261904762
768,1251,1,0,10474.97
940,627,1,0,5693.8133333333335
364,563,1,0,4039.07125
506,763,1,0,6176.0315
671,507,1,1,5925.9375
300,862,1,0,6649.49
84,1563,1,1,16382.653
219,455,1,1,3490.0846587301594
934,764,1,1,7988.345333333334
125,1906,1,1,15939.11
176,757,1,1,6745.866666666668
223,675,1,0,5822.594500000002
326,429,1,1,5861.315
339,745,1,1,5446.21
872,659,1,0,6925.533333333335
579,0,0,0,0.0
974,1599,1,0,11142.56
979,0,0,0,0.0
880,806,1,1,7942.534404761904
910,0,0,0,0.0
1084,614,1,0,4506.716666666667
92,453,1,0,4435.003333333334
14,402,1,0,3435.8042936507945
587,960,1,0,9816.92
230,856,1,1,7134.878
689,589,1,0,5271.576511904763
599,1096,1,1,13164.496
596,0,0,0,0.0
576,749,1,0,4689.983428571429
141,493,1,0,4200.12
751,0,0,0,0.0
877,925,1,0,6533.275000000002
375,948,1,1,11876.653499999999
230,988,1,0,7708.52
545,1087,1,1,12333.015
1022,1093,1,1,11033.183
597,756,1,1,5574.3240000000005
559,0,0,0,0.0
1024,825,1,0,6366.135833333334
36,1205,1,1,11216.72
702,351,1,1,4785.866333333333
623,0,0,0,0.0
105,483,1,0,4403.56
902,648,1,1,4969.160714285714
11,786,1,0,5493.21921139971
1039,629,1,0,5407.144166666668
102,1174,1,1,8633.896999999999
543,175,1,0,1582.7291666666665
827,1910,1,0,13737.570833333333
110,647,1,1,4949.018916666668
945,698,1,1,6184.311666666667
582,749,1,0,5577.498333333334
554,428,1,0,3997.326166666667
486,384,1,0,2894.6133333333337
637,520,1,0,5324.7919999999995
806,578,1,0,6994.303333333333
887,462,1,0,4705.660464285714
374,668,1,0,6221.94
1025,804,1,0,6359.782253968255
638,431,1,0,4781.613452380952
123,490,1,0,3845.4883333333337
905,1108,1,1,7657.9
536,989,1,0,8692.407333333333
763,0,0,0,0.0
191,694,1,0,6583.903333333333
957,948,1,1,9312.306
268,618,1,1,5403.918499999999
654,266,1,0,2439.2625
612,388,1,0,5528.463333333332
747,567,1,0,6089.477666666666
656,380,1,0,2807.1495
368,592,1,0,6980.984380952383
959,552,1,0,5539.964
329,708,1,1,8850.062666666667
97,535,1,0,4968.44
314,661,1,1,6446.453
463,0,0,0,0.0
258,0,0,0,0.0
283,621,1,0,5971.6393333333335
556,754,1,0,6262.59
388,1211,1,1,11437.128
67,837,1,1,8580.266666666666
725,677,1,1,7023.582666666666
219,416,1,1,3216.875
1077,479,1,0,3766.4725
322,589,1,0,4659.016238095238
814,581,1,1,6197.935
134,0,0,0,0.0
54,657,1,0,6510.775333333332
662,854,1,1,9784.45
126,0,0,0,0.0
1001,471,1,0,3999.0830714285707
657,598,1,0,4326.066821428571
590,319,1,0,3648.715
193,0,0,0,0.0
168,465,1,0,4464.570833333333
16,839,1,0,6989.48
244,738,1,1,8101.246666666666
545,0,0,0,0.0
1032,492,1,0,4587.457
290,987,1,1,11270.676666666664
548,335,1,1,4326.641
733,3508,1,1,16524.5225
654,716,1,1,7114.173333333334
272,377,1,0,3575.2295
1017,1176,1,1,8382.270833333334
708,462,1,1,4189.354
819,454,1,1,5888.694833333334
99,372,1,0,3849.558
982,710,1,0,7892.977999999999
683,0,0,1,0.0
194,373,1,0,4037.1079999999997
853,1201,1,1,11381.66
53,650,1,1,6512.8386666666665
281,508,1,1,5674.650666666666
101,879,1,1,8834.655
440,769,1,1,8106.325
994,435,1,1,4708.210999999999
168,930,1,1,10531.02
48,0,0,0,0.0
652,501,1,0,4475.382166666666
934,474,1,0,4586.331948412698
223,589,1,0,5096.975
378,0,0,0,0.0
865,624,1,1,7467.2390000000005
466,861,1,0,7808.22
789,546,1,0,4235.720071428573
61,0,0,0,0.0
765,1068,1,1,13407.32
673,500,1,0,5592.963083333335
258,444,1,0,4694.105333333334
740,499,1,1,6950.547833333334
1080,764,1,0,8316.448833333334
918,661,1,1,6393.363428571429
857,1004,1,0,7744.96
837,482,1,1,3106.32
516,0,0,0,0.0
446,505,1,0,3885.1
835,0,0,1,0.0
140,0,0,0,0.0
207,1584,1,1,14536.56
961,668,1,1,6189.9
772,507,1,1,3803.273714285714
1089,1050,1,1,11689.6205
521,421,1,1,5477.22
823,600,1,0,5824.22
436,426,1,0,3587.7590873015884
483,0,0,0,0.0
215,333,1,0,3953.11
109,802,1,0,6382.949999999999
858,590,1,1,6472.36
425,501,1,1,3892.63
357,905,1,0,6450.839214285714
255,575,1,1,5679.175
798,343,1,0,3014.8035952380947
366,304,1,0,2880.8558214285713
534,510,1,0,6667.211166666667
179,1176,1,1,10016.488666666666
258,464,1,0,5053.9490476190485
693,384,1,0,4615.866809523809
999,685,1,1,10386.074857142856
834,492,1,0,4876.76
512,1410,1,0,5480.66
818,662,1,1,6373.77
534,606,1,0,7898.1753333333345
1084,1099,1,1,9279.085
34,861,1,0,6636.4366666666665
101,686,1,0,5917.77
187,885,1,1,7284.793285714285
20,1041,1,1,10001.31
828,0,0,0,0.0
434,823,1,1,11448.9695
738,864,1,1,11879.929666666669
351,569,1,1,6877.175666666666
1020,905,1,0,6822.213833333334
86,0,0,0,0.0
266,573,1,1,4814.952416666668
608,1024,1,1,10371.253333333332
708,493,1,1,4802.0575
734,605,1,1,6839.6
776,0,0,0,0.0
1060,853,1,1,7560.81
182,507,1,1,7006.606833333332
542,431,1,0,5239.278333333334
602,610,1,0,5709.573333333335
101,777,1,1,7640.1347857142855
784,0,0,0,0.0
679,0,0,0,0.0
535,793,1,0,6728.978547619048
844,516,1,1,5202.645166666665
595,0,0,0,0.0
25,1831,1,0,12302.49
416,1819,1,1,16258.68
539,966,1,0,9000.22
77,642,1,1,7811.548095238095
641,493,1,0,4439.076666666667
445,1201,1,0,7177.42
318,822,1,1,10273.67
394,539,1,0,5898.770333333333
761,1014,1,1,8703.6
706,578,1,1,6719.390571428572
41,433,1,0,5866.378999999999
894,958,1,0,7106.16
169,801,1,0,8022.615
1012,0,0,0,0.0
310,868,1,1,10346.228119047619
1003,847,1,1,8434.615
970,429,1,1,4042.7499999999995
239,627,1,1,7301.172476190476
998,647,1,1,5062.85
278,692,1,0,5467.874666666667
49,539,1,0,7161.607
603,0,0,1,0.0
658,824,1,1,9283.333333333332
1072,786,1,1,8726.51
1028,587,1,1,5191.84
288,489,1,1,7222.385
111,838,1,1,10591.33
581,703,1,1,6799.303444444446
979,0,0,0,0.0
644,0,0,0,0.0
589,577,1,1,6338.428984126983
295,619,1,0,4230.420999999999
388,1586,1,1,15854.7525
9,621,1,0,6571.768666666667
445,1381,1,1,10332.18
204,445,1,0,4758.5995
296,1011,1,1,10585.446666666665
497,0,0,0,0.0
481,523,1,1,5953.141202380952
1100,569,1,0,3744.8715
588,614,1,0,4763.806666666667
290,918,1,1,10711.893333333333
1107,635,1,0,5207.62
1019,820,1,0,7925.74
945,545,1,0,3798.178666666667
770,0,0,0,0.0
1041,0,0,1,0.0
433,898,1,1,9325.15
190,738,1,1,8506.870666666666
843,962,1,1,8558.26
937,689,1,1,9318.431999999999
333,0,0,0,0.0
302,337,1,1,4234.882555555556
329,0,0,0,0.0
1034,290,1,0,2697.0035
734,289,1,0,2878.473333333334
892,861,1,1,8537.52
96,532,1,0,4454.707000000001
578,762,1,0,7537.4217424242415
593,1035,1,0,7673.74
958,595,1,1,4621.6948571428575
944,1135,1,1,7497.435833333333
524,913,1,0,8607.98
311,1049,1,0,9440.92
501,615,1,1,6278.578333333334
1039,1233,1,1,10388.82
511,863,1,1,6115.510666666666
58,594,1,1,7906.95
963,717,1,0,5178.0065
860,638,1,1,4892.556666666667
114,515,1,0,4418.460999999999
20,753,1,0,6649.79
33,743,1,1,7559.676666666666
255,621,1,1,6072.420999999999
458,0,0,0,0.0
963,354,1,0,3667.9245
167,0,0,0,0.0
849,861,1,0,7663.2703531746065
208,0,0,0,0.0
85,687,1,0,4713.28
341,0,0,0,0.0
841,425,1,0,2839.3565
234,787,1,0,6983.966166666666
333,0,0,0,0.0
78,0,0,0,0.0
764,0,0,0,0.0
5,0,0,0,0.0
547,688,1,0,6791.837916666667
705,686,1,0,5918.704000000001
244,534,1,0,4850.852714285715
513,1681,1,0,14108.6125
894,753,1,0,5633.51892857143
974,1806,1,1,13552.84
814,0,0,0,0.0
989,637,1,1,6064.9257499999985
135,0,0,0,0.0
425,590,1,1,4846.91
875,352,1,0,3337.6816190476193
914,0,0,0,0.0
1017,0,0,0,0.0
880,0,0,0,0.0
813,845,1,1,8361.858761904761
374,1097,1,1,10067.63
883,417,1,0,3620.206666666667
348,665,1,0,7702.851166666669
529,777,1,1,8617.742142857142
758,415,1,0,3462.165
698,1706,1,0,12458.319
1115,411,1,1,6452.168642857145
216,676,1,0,4929.2108333333335
753,0,0,0,0.0
736,641,1,1,7216.702428571428
229,653,1,0,6782.272
1078,438,1,0,5351.277166666666
715,688,1,1,6659.07
748,344,1,0,3776.868666666667
202,0,0,0,0.0
626,922,1,1,10948.02
364,660,1,0,5042.596333333334
791,831,1,0,7386.375333333333
8,307,1,0,2580.515
33,932,1,1,10308.045
54,560,1,0,5308.593000000001
59,691,1,1,7151.513166666668
681,431,1,0,2926.56
267,1510,1,0,12367.17
39,1046,1,1,9496.775833333333
557,721,1,1,4954.217833333332
1058,678,1,1,7140.892000000001
99,431,1,0,4830.316595238094
641,560,1,0,5426.411305555554
537,646,1,0,5422.023333333333
198,493,1,1,5112.467666666667
994,257,1,0,2381.245619047619
1034,796,1,0,6024.25
1068,293,1,1,4255.205333333333
264,837,1,0,5734.308000000001
427,829,1,1,8854.445
663,803,1,1,6298.305
452,438,1,0,4143.1393333333335
78,502,1,1,4030.9883333333337
487,640,1,0,5944.716666666667
960,614,1,1,8512.016333333335
209,582,1,0,5443.0830000000005
506,794,1,0,6521.7175
789,522,1,1,3870.6159523809533
257,916,1,0,6771.677214285715
367,520,1,0,4731.9735
264,813,1,1,6525.23
464,1234,1,1,11292.9975
459,1228,1,1,10136.309166666668
841,411,1,0,2602.922833333333
675,675,1,1,6805.728142857144
150,824,1,1,8223.175
808,585,1,0,6527.545
4,1092,1,0,7481.537178571429
104,0,0,0,0.0
241,620,1,0,5208.287055555556
17,823,1,0,5614.6775
844,582,1,1,5435.813333333333
1112,700,1,0,7684.094607142857
639,418,1,0,3731.3625
968,1339,1,1,14565.224666666669
329,429,1,0,4227.071658730159
365,571,1,1,5631.6038333333345
682,2045,1,1,14523.30280952381
1084,810,1,1,6410.705
1107,590,1,0,4863.79
601,0,0,0,0.0
450,1138,1,1,9828.245833333334
808,589,1,1,7215.19
226,1038,1,1,11398.57
224,432,1,0,5346.220714285715
364,592,1,0,4432.714924603175
483,787,1,1,6147.88
536,0,0,0,0.0
346,857,1,1,9906.2455
1010,618,1,0,5895.707722222224
927,774,1,1,5793.805
476,670,1,1,6236.575
309,0,0,0,0.0
190,684,1,1,7702.51
1065,320,1,0,2467.735833333333
429,0,0,0,0.0
893,0,0,0,0.0
113,789,1,0,7655.387500000001
184,486,1,0,4959.283333333333
885,862,1,1,6771.138333333333
331,597,1,0,4397.715
805,557,1,1,6665.297
379,432,1,0,3362.9675
454,0,0,0,0.0
780,263,1,0,2420.545
712,501,1,0,5253.9575
876,0,0,0,0.0
675,0,0,0,0.0
1112,777,1,1,9592.79942857143
645,1573,1,1,14179.0
271,788,1,0,6933.8341666666665
664,537,1,0,3854.41
680,823,1,0,5491.091785714287
534,503,1,1,6957.3
3,965,1,0,7551.76
877,1155,1,0,9066.564999999999
674,898,1,0,7060.653428571429
396,1204,1,0,10409.741
931,251,1,0,1956.7239285714284
578,909,1,1,10154.07
409,467,1,0,4481.26
206,498,1,0,4695.0543333333335
108,1180,1,0,10434.36
760,0,0,0,0.0
922,750,1,1,7995.863761904761
1080,920,1,1,12447.133333333335
845,0,0,0,0.0
1014,1417,1,1,13100.64
554,345,1,0,3094.82
971,882,1,0,7039.427166666666
736,550,1,1,6309.763523809524
1113,617,1,0,5150.745
345,313,1,0,3473.422
358,974,1,0,8301.674333333334
27,909,1,0,7030.271
210,266,1,0,2280.068547619048
1087,530,1,0,4716.152119047619
344,1258,1,0,9152.46
116,764,1,0,6971.75
385,0,0,0,0.0
139,402,1,0,4640.916666666666
837,274,1,1,3371.575
151,642,1,0,5992.2
325,727,1,1,7915.199523809524
1096,0,0,0,0.0
255,595,1,1,5850.920166666666
916,581,1,0,3945.453333333333
784,797,1,1,8221.93466666667
632,807,1,0,5860.6
391,950,1,1,9208.8325
398,615,1,1,6064.2575
929,904,1,1,7985.503333333334
294,946,1,0,6710.100333333335
319,783,1,0,6836.256666666666
75,621,1,0,5975.22
178,943,1,0,9939.0
779,807,1,1,8153.68
737,1077,1,1,7718.084
305,502,1,1,5298.382333333333
454,257,1,0,2063.9656785714287
218,693,1,1,5169.8
820,1138,1,1,12048.76
898,1057,1,1,11245.79
125,1877,1,1,15188.26
829,808,1,1,6541.42
451,482,1,0,5538.762452380952
78,519,1,1,3799.258666666667
301,0,0,0,0.0
781,670,1,0,4327.564499999999
255,698,1,1,7164.952523809524
450,0,0,0,0.0
132,603,1,1,6797.179428571428
704,1343,1,1,13716.250166666667
956,512,1,0,3924.135
1105,425,1,0,3519.0823333333337
395,583,1,1,4418.007019480521
224,342,1,0,4206.786666666666
291,456,1,0,4149.26
86,673,1,1,5189.708452380952
963,1106,1,0,9624.95
246,1058,1,1,8557.832357142857
846,786,1,1,8751.91
476,560,1,0,4762.704166666666
773,921,1,1,7214.367333333333
1108,1101,1,1,13289.401000000002
147,1199,1,1,15839.9
929,1015,1,0,8816.166666666666
619,483,1,1,5181.491666666666
719,0,0,0,0.0
131,614,1,1,6187.1625952380955
502,1380,1,0,9948.3675
1006,766,1,0,5165.8961666666655
120,558,1,0,5845.279
240,0,0,0,0.0
874,477,1,0,3902.8804523809526
190,695,1,0,6827.69
790,0,0,0,0.0
1059,1106,1,1,8722.95
509,367,1,0,4016.8893333333335
1057,592,1,1,6394.969833333334
990,528,1,1,6232.026865079364
130,677,1,1,6764.069392857142
571,782,1,0,10609.546666666665
675,521,1,1,5856.7325
424,811,1,0,6609.324500000001
722,1081,1,0,10882.46
891,936,1,0,6286.07
244,566,1,1,5313.82
338,0,0,0,0.0
532,1311,1,0,11092.545
762,431,1,1,4683.548833333332
523,1627,1,1,14649.214285714286
947,1197,1,1,9303.692
584,325,1,0,3121.4746428571425
456,1239,1,1,10250.19
905,1936,1,1,15090.5
186,399,1,0,4014.1840714285713
798,984,1,1,8282.43
276,431,1,0,3180.2
856,1001,1,0,7474.974166666666
538,542,1,0,3330.401380952381
904,0,0,0,0.0
1093,921,1,1,8773.51
211,0,0,0,0.0
1073,868,1,1,6843.14
1092,0,0,0,0.0
641,439,1,0,4004.8320000000003
835,693,1,1,5442.405166666666
87,0,0,0,0.0
979,642,1,1,6900.1215
295,786,1,1,6762.16
1103,459,1,1,6735.860833333332
155,571,1,1,6427.523500000001
744,820,1,1,7657.512
93,634,1,1,7112.064166666667
753,756,1,1,8789.635333333334
904,0,0,0,0.0
980,801,1,1,11105.04
1081,786,1,1,6799.846833333333
581,521,1,0,4171.277642857142
23,0,0,0,0.0
1095,676,1,1,5092.99
844,664,1,1,7056.425
343,572,1,0,5672.488
714,364,1,1,5297.000833333333
397,1027,1,1,8987.16
967,1075,1,1,10333.8315
188,370,1,0,3743.0433333333335
302,276,1,0,3023.8291904761904
281,683,1,0,6064.47
684,731,1,0,7805.555
690,1007,1,1,8451.665666666668
357,946,1,1,7832.576666666668
1071,748,1,1,6112.808452380953
961,0,0,1,0.0
155,0,0,1,0.0
730,1429,1,1,12946.36
172,881,1,1,7151.13
310,780,1,1,9497.678333333333
913,1103,1,0,7733.375
544,2176,1,1,18222.023999999998
1000,893,1,1,10788.929166666665
16,1070,1,1,11233.746666666668
1026,1630,1,1,14173.11
568,0,0,0,0.0
897,281,1,0,2357.1050000000005
515,887,1,1,11042.54
600,726,1,1,9366.85
413,936,1,0,7151.067583333332
233,1064,1,1,9784.849999999999
594,489,1,1,4595.473666666667
239,603,1,1,7264.820333333333
390,886,1,0,8679.35
100,853,1,1,10191.181666666667
360,886,1,1,8644.37
1084,827,1,0,6030.68
525,1058,1,1,12853.207166666665
1042,586,1,1,4560.298404761904
734,850,1,1,9590.235
686,695,1,0,5279.835630952381
474,810,1,1,8763.764444444445
1089,1343,1,1,14478.19
448,490,1,0,5236.7315
349,807,1,0,7333.2555753968245
943,0,0,0,0.0
358,1247,1,0,11567.617499999998
820,1186,1,1,13018.55
560,1511,1,0,11680.230833333333
1062,514,1,0,4875.676
849,1038,1,1,10224.871666666666
1095,887,1,1,7092.78
694,621,1,0,5872.838277777778
205,823,1,1,6600.56
573,0,0,0,0.0
804,416,1,0,4327.013476190476
856,952,1,1,7472.48
252,709,1,0,8682.860277777778
457,410,1,1,4380.734190476191
665,753,1,0,5430.125
422,494,1,1,4942.285416666665
57,844,1,0,8038.9000000000015
125,1818,1,1,14138.43
947,997,1,1,7852.4625
279,0,0,0,0.0
156,702,1,1,7439.623333333333
869,0,0,0,0.0
234,1147,1,1,13703.7
123,1314,1,1,12785.523333333334
640,950,1,1,13437.796666666665
110,581,1,0,4284.339666666668
733,3555,1,1,15876.548333333334
808,606,1,0,6636.335666666665
914,1406,1,1,12690.141333333333
393,474,1,0,4665.854571428571
902,0,0,0,0.0
441,533,1,0,4453.273452380952
391,0,0,0,0.0
798,984,1,1,8282.43
798,343,1,0,3014.8035952380947
637,648,1,1,7667.5441666666675
621,745,1,0,5272.5614642857145
44,835,1,1,8054.953333333334
1008,888,1,1,7382.117333333333
868,614,1,1,9268.762976190475
695,432,1,0,3848.3593333333333
107,796,1,0,5530.157666666666
916,0,0,0,0.0
554,440,1,0,3509.522
319,0,0,0,0.0
448,661,1,0,7077.699666666668
886,650,1,1,7044.063333333333
86,0,0,0,0.0
955,500,1,1,5639.6
480,553,1,0,3890.97
522,0,0,0,0.0
498,888,1,0,7072.6824444444455
989,401,1,0,3825.9466666666663
170,459,1,1,4769.193
864,0,0,0,0.0
506,1082,1,1,10967.55
512,1385,1,0,5958.07
901,707,1,0,7701.4705
624,510,1,0,4581.640785714286
136,539,1,1,7274.03
854,914,1,0,8227.1775
806,0,0,1,0.0
1085,704,1,0,6172.594833333333
1068,434,1,1,6351.19
770,819,1,1,7137.839166666668
884,733,1,1,8386.62
95,1005,1,1,9665.975857142857
480,619,1,0,4701.723000000001
448,653,1,0,7843.941999999999
750,283,1,0,3250.33
444,1350,1,1,12147.1425
653,594,1,1,7116.555
284,376,1,0,4063.4
439,914,1,1,7670.945
800,567,1,1,6567.688988095239
799,805,1,0,8047.308333333333
280,446,1,0,5203.699833333333
617,578,1,1,6658.1075
634,717,1,0,7212.52
746,427,1,0,4395.874
233,972,1,0,7902.712642857143
1,722,1,1,6737.74
189,801,1,0,7728.054857142859
465,648,1,1,8900.778611111113
74,1025,1,1,7613.37
1072,675,1,0,6115.373
928,503,1,0,5491.548666666667
59,788,1,1,8954.273333333334
545,1225,1,1,14119.665
697,948,1,1,9778.155666666667
135,500,1,1,5762.065
57,948,1,0,9033.528666666667
695,445,1,0,3918.014523809524
236,1050,1,1,9194.580833333333
1049,731,1,1,5007.9185
291,560,1,0,5326.852333333334
569,714,1,1,5162.851488095239
288,333,1,0,3588.855
9,0,0,0,0.0
183,706,1,1,5891.73
947,1241,1,1,9742.09
803,556,1,1,6992.2266547619065
748,0,0,0,0.0
534,472,1,1,4867.26
1067,469,1,1,5538.93
32,289,1,0,2338.316666666667
370,0,0,0,0.0
985,720,1,0,7148.565428571429
306,331,1,0,3123.499547619047
542,567,1,1,6603.520547619048
518,408,1,0,4325.019333333334
346,686,1,1,8034.811333333333
622,0,0,0,0.0
298,1001,1,0,9746.59
119,576,1,0,4780.756333333334
43,0,0,0,0.0
445,1242,1,0,7608.68
507,813,1,0,7519.936666666667
233,1025,1,1,9778.262476190477
350,500,1,0,6369.027999999999
256,1428,1,0,10579.7
852,433,1,0,3863.990666666666
436,0,0,0,0.0
827,1021,1,1,9157.017
522,727,1,1,9979.165333333332
1054,0,0,0,0.0
430,555,1,0,6158.12
687,0,0,0,0.0
634,704,1,1,7308.429047619047
750,281,1,0,2930.54
1074,0,0,0,0.0
171,973,1,1,9325.455
913,1593,1,1,15006.28
685,504,1,0,4685.583333333333
236,733,1,0,6385.345
399,0,0,0,0.0
905,2005,1,1,16436.03
192,0,0,0,0.0
100,622,1,0,7040.988333333333
319,1033,1,1,10150.48
491,0,0,0,0.0
290,636,1,0,5746.663999999999
642,437,1,0,2947.9035
240,387,1,0,4185.54275
731,829,1,0,6925.082833333335
557,534,1,0,3073.22
770,0,0,0,0.0
62,374,1,0,3387.243333333334
940,1229,1,1,13764.92
